,Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Correct
18,J.Junis u4.5 Ks,MoneylineHacks,Cincinnati Reds,J.Junis,Atlanta Braves,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,-140,1.0,1.7142857142857144,0.7142857142857144,N
19,J.Kochanowicz u3.5 Ks,MoneylineHacks,Los Angeles Angels,J.Kochanowicz,Chicago White Sox,1.0,0.75,1,0.8,1,0.75,1,-130,1.0,1.7692307692307692,0.7692307692307692,N
20,J.Steele o5.5 Ks,sandyplashkes,Chicago Cubs,J.Steele,Oakland Athletics,1.0,0.5909090909090909,1,0.8,1,0.7,1,-106,1.06,2.06,1.0,N
21,C.Walker o1.5 Total Bases,theprophunter0_,Arizona Diamondbacks,C.Walker,Colorado Rockies,0.0,0.4067796610169492,0,0.6,1,0.6,1,-140,1.4,2.4,1.0,N
22,B.Rooker o1.5 Total Bases,theprophunter0_,Oakland Athletics,B.Rooker,Chicago Cubs,0.0,0.4962962962962963,0,0.6,1,0.5,0,120,1.0,2.2,1.2000000000000002,Y
23,N.Hoerner o0.5 total bases,Rotowire,Chicago Cubs,N.Hoerner,Oakland Athletics,1.0,0.6618705035971223,1,1.0,1,0.7,1,100,0.75,1.5,0.75,Y
24,D.Swanson o1.5 Hits + Runs + RBIs,FirefighterBets,Chicago Cubs,D.Swanson,Oakland Athletics,1.0,0.4748201438848921,0,0.6,1,0.6,1,-110,1.0,1.9090909090909087,0.9090909090909092,Y
25,C.Norby o1.5 Hits + Runs + RBIs,FirefighterBets,Miami Marlins,C.Norby,Los Angeles Dodgers,1.0,0.64,1,0.4,0,0.5,0,-115,1.0,1.869565217391304,0.8695652173913042,N
26,T.Edman o1.5 Hits + Runs + RBIs,FirefighterBets,Los Angeles Dodgers,T.Edman,Miami Marlins,0.0,0.5769230769230769,1,0.6,1,0.7,1,-120,1.0,1.8333333333333333,0.8333333333333335,Y
27,S.Schwellenbach o5.5 Ks,FirefighterBets,Atlanta Braves,S.Schwellenbach,Cincinnati Reds,0.0,0.6666666666666666,1,0.6,1,0.8,1,-110,1.0,1.9090909090909087,0.9090909090909092,N
28,P.Meadows o1.5 Hits + Runs + RBIs,FirefighterBets,Detroit Tigers,P.Meadows,Kansas City Royals,0.0,0.4769230769230769,0,0.8,1,0.6,1,-120,1.0,1.8333333333333333,0.8333333333333335,N
29,T.Larnach o1.5 Hits + Runs + RBIs,FirefighterBets,Minnesota Twins,T.Larnach,Cleveland Guardians,0.0,0.4666666666666667,0,0.8,1,0.5,0,115,1.0,2.15,1.15,N
30,W.Contreras o1.5 Hits + Runs + RBIs,FirefighterBets,Milwaukee Brewers,W.Contreras,Philadelphia Phillies,1.0,0.589041095890411,1,0.6,1,0.7,1,-115,1.0,1.869565217391304,0.8695652173913042,N
31,N.Lopez o0.5 total bases,Rotowire,Chicago White Sox,N.Lopez,Los Angeles Angels,0.0,0.603448275862069,1,1.0,1,0.8,1,100,0.75,1.5,0.75,N
32,J.Steele o5.5 Ks,FirefighterBets,Chicago Cubs,J.Steele,Oakland Athletics,1.0,0.5909090909090909,1,0.8,1,0.7,1,-115,1.0,1.869565217391304,0.8695652173913042,N
34,D.Cease u18.5 Outs,SBK5065,San Diego Padres,D.Cease,Houston Astros,1.0,0.7096774193548387,1,0.8,1,0.8,1,-165,1.5,2.409090909090909,0.9090909090909092,N
35,J.Adams o0.5 hits+runs+rbi,Rotowire,Los Angeles Angels,J.Adams,Chicago White Sox,1.0,0.75,1,0.8,1,0.75,1,100,0.75,1.5,0.75,Y
36,D.Herz o4.5 strikeouts,Rotowire,Washington Nationals,D.Herz,New York Mets,0.0,0.7058823529411765,1,1.0,1,0.8,1,100,0.75,1.5,0.75,Y
37,D.Herz o5.5 strikeouts,Rotowire Prizepicks,Washington Nationals,D.Herz,New York Mets,0.0,0.3529411764705882,0,0.4,0,0.4,0,100,1.5,3.0,1.5,N
38,J.Kochanowicz o17.5 Outs,ThePropfessor_,Los Angeles Angels,J.Kochanowicz,Chicago White Sox,1.0,0.625,1,0.8,1,0.625,1,-139,1.39,2.39,0.9999999999999998,Y
39,H.Birdsong o4.5 strikeouts,Rotowire Prizepicks,San Francisco Giants,H.Birdsong,Baltimore Orioles,0.0,0.6923076923076923,1,0.6,1,0.6,1,100,1.5,3.0,1.5,N
40,D.Millas o0.5 hits+runs+rbi,Rotowire,Washington Nationals,D.Millas,New York Mets,0.0,0.5714285714285714,1,0.8,1,0.7,1,100,0.75,1.5,0.75,N
41,F.Alvarez o0.5 hits+runs+rbi,Rotowire,New York Mets,F.Alvarez,Washington Nationals,1.0,0.6707317073170732,1,0.6,1,0.6,1,100,0.75,1.5,0.75,Y
42,J.Iglesias o1.5 hits+runs+rbi,Rotowire Prizepicks,New York Mets,J.Iglesias,Washington Nationals,1.0,0.5625,1,0.8,1,0.7,1,100,1.5,3.0,1.5,Y
43,C.Bradford o15.5 outs,Rotowire,Texas Rangers,C.Bradford,Toronto Blue Jays,1.0,0.6363636363636364,1,0.8,1,0.7,1,100,0.75,1.5,0.75,Y
44,T.Casas o0.5 total bases,Rotowire Prizepicks,Boston Red Sox,T.Casas,Tampa Bay Rays,0.0,0.6,1,0.6,1,0.6,1,100,1.5,3.0,1.5,Y
45,B.Marsh o0.5 hits+runs+rbi,Rotowire,Philadelphia Phillies,B.Marsh,Milwaukee Brewers,0.0,0.656,1,0.8,1,0.8,1,100,0.75,1.5,0.75,N
46,N.Yorke o0.5 hits+runs+rbi,Rotowire,Pittsburgh Pirates,N.Yorke,St Louis Cardinals,0.0,0.5,0,0.5,0,0.5,0,100,0.75,1.5,0.75,Y
47,D.Schneider o0.5 total bases,Rotowire Prizepicks,Toronto Blue Jays,D.Schneider,Texas Rangers,0.0,0.4661016949152542,0,0.8,1,0.5,0,100,1.5,3.0,1.5,N
48,G.Torres o1.5 hits+runs+rbi,Rotowire Prizepicks,New York Yankees,G.Torres,Seattle Mariners,0.0,0.5277777777777778,1,1.0,1,0.8,1,100,1.5,3.0,1.5,N
49,J.Crawford o0.5 hits+runs+rbi,Rotowire,Seattle Mariners,J.Crawford,New York Yankees,1.0,0.7096774193548387,1,0.4,0,0.6,1,100,0.75,1.5,0.75,Y
50,N.Cortes o2.5 earned runs,Rotowire,New York Yankees,N.Cortes,Seattle Mariners,0.0,0.5517241379310345,1,0.2,0,0.6,1,100,0.75,1.5,0.75,N
51,A.Judge o0.5 HR,sirlockselot_,New York Yankees,A.Judge,Seattle Mariners,0.0,0.3221476510067114,0,0.4,0,0.2,0,285,1.0,3.85,2.85,N
52,N.Cortes o1.5 earned runs,Rotowire,New York Yankees,N.Cortes,Seattle Mariners,0.0,0.6551724137931034,1,0.2,0,0.6,1,100,0.75,1.5,0.75,N
53,M.Garver o0.5 total bases,Rotowire Prizepicks,Seattle Mariners,M.Garver,New York Yankees,1.0,0.4018691588785046,0,0.6,1,0.4,0,100,1.5,3.0,1.5,N
54,G.Torres o0.5 hits,Rotowire,New York Yankees,G.Torres,Seattle Mariners,0.0,0.7152777777777778,1,1.0,1,0.9,1,100,0.75,1.5,0.75,N
