,Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Correct
24,B.Naylor o0.5 hits+runs+rbi,Rotowire,Cleveland Guardians,B.Naylor,Minnesota Twins,1.0,0.5185185185185185,1,0.2,0,0.3,0,100,0.75,1.5,0.75,Y
25,J.Ramirez u1.5 Total Bases,boomerslocks,Cleveland Guardians,J.Ramirez,Minnesota Twins,1.0,0.5306122448979592,1,0.4,0,0.6,1,-123,1.0,1.8130081300813008,0.8130081300813008,N
26,B.Woo u5.5 Ks,PropBetGuy,Seattle Mariners,B.Woo,New York Yankees,1.0,0.631578947368421,1,0.6,1,0.5,0,-104,1.04,2.04,1.0,N
27,M.Ozuna o1.5 hits+runs+rbi,Rotowire,Atlanta Braves,M.Ozuna,Cincinnati Reds,0.0,0.5866666666666667,1,0.2,0,0.3,0,100,0.75,1.5,0.75,Y
28,B.Williamson o4.5 strikeouts,Rotowire Prizepicks,Cincinnati Reds,B.Williamson,Atlanta Braves,1.0,1.0,1,1.0,1,1.0,1,100,1.5,3.0,1.5,N
29,N.Pivetta o17.5 Outs,PlayerPropSavant,Boston Red Sox,N.Pivetta,Tampa Bay Rays,0.0,0.4782608695652174,0,0.6,1,0.6,1,-129,1.29,2.29,1.0,N
30,Z.Matthews o3.5 strikeouts,Rotowire Prizepicks,Minnesota Twins,Z.Matthews,Cleveland Guardians,0.0,0.8333333333333334,1,0.8,1,0.8333333333333334,1,100,1.5,3.0,1.5,Y
31,G.Perdomo o1.5 hits+runs+rbi,Rotowire,Arizona Diamondbacks,G.Perdomo,Colorado Rockies,0.0,0.5529411764705883,1,0.6,1,0.5,0,100,0.75,1.5,0.75,N
32,M.Vientos o1.5 Hits + Runs + RBIs,PlayerPropSavant,New York Mets,M.Vientos,Washington Nationals,1.0,0.5353535353535354,1,0.4,0,0.3,0,-122,1.22,2.22,1.0000000000000002,N
33,T.Hernandez o1.5 Total Bases,theprophunter0_,Los Angeles Dodgers,T.Hernandez,Miami Marlins,0.0,0.425531914893617,0,0.8,1,0.5,0,115,1.0,2.15,1.15,Y
34,B.Rooker o1.5 Total Bases,theprophunter0_,Oakland Athletics,B.Rooker,Chicago Cubs,0.0,0.5,0,0.8,1,0.6,1,110,1.0,2.1,1.1,N
35,C.Walker o1.5 Total Bases,theprophunter0_,Arizona Diamondbacks,C.Walker,Colorado Rockies,0.0,0.4017094017094017,0,0.6,1,0.5,0,-125,1.25,2.25,1.0,Y
36,T.Megill u16.5 Outs,cowhitchurch,New York Mets,T.Megill,Washington Nationals,1.0,0.75,1,0.6,1,0.7,1,-124,0.5,0.9032258064516128,0.4032258064516129,N
37,D.Fletcher o0.5 hits+runs+rbi,Rotowire,Chicago White Sox,D.Fletcher,Los Angeles Angels,0.0,0.5084745762711864,1,0.6,1,0.5,0,100,0.75,1.5,0.75,Y
38,C.Leblanc o0.5 hits+runs+rbi,Rotowire,Los Angeles Angels,C.Leblanc,Chicago White Sox,1.0,0.625,1,0.8,1,0.625,1,100,0.75,1.5,0.75,Y
39,B.Woo o5.5 strikeouts,Rotowire Prizepicks,Seattle Mariners,B.Woo,New York Yankees,1.0,0.3684210526315789,0,0.4,0,0.5,0,100,1.5,3.0,1.5,Y
40,M.Machado o1.5 Hits + Runs + RBIs,FirefighterBets,San Diego Padres,M.Machado,Houston Astros,1.0,0.5285714285714286,1,0.6,1,0.6,1,-120,1.0,1.8333333333333333,0.8333333333333335,Y
41,A.Judge o1.5 Hits + Runs + RBIs,FirefighterBets,New York Yankees,A.Judge,Seattle Mariners,0.0,0.5608108108108109,1,0.4,0,0.4,0,-120,1.0,1.8333333333333333,0.8333333333333335,Y
42,A.Vaughn o1.5 Hits + Runs + RBIs,FirefighterBets,Chicago White Sox,A.Vaughn,Los Angeles Angels,0.0,0.5036496350364964,1,0.8,1,0.8,1,-115,1.0,1.869565217391304,0.8695652173913042,N
