,Unnamed: 0,Name,Team,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Opponent,Hmcrt_adv
0,0,Gleyber Torres,New York Yankees,4,1,1,1,0,0,4,0.338,0.431,0.769,0.067,0.74,0.04,0.74,0.3,3,-6,0,0,7,4,Cincinnati Reds,0.0
1,1,Anthony Rizzo,New York Yankees,4,0,1,0,0,3,4,0.382,0.525,0.907,-0.046,0.52,-0.03,0.52,-0.4,1,1,0,0,0,1,Cincinnati Reds,0.0
2,2,DJ LeMahieu,New York Yankees,4,0,0,0,0,2,4,0.324,0.413,0.737,-0.043,0.4,-0.03,0.4,-0.6,0,0,0,0,0,0,Cincinnati Reds,0.0
3,3,Willie Calhoun,New York Yankees,3,1,1,0,1,0,4,0.294,0.368,0.663,0.068,0.76,0.04,0.75,0.3,2,1,0,0,0,1,Cincinnati Reds,0.0
4,4,Harrison Bader,New York Yankees,4,1,1,2,0,0,4,0.309,0.523,0.832,0.118,1.05,0.07,1.04,0.4,4,-3,0,0,4,4,Cincinnati Reds,0.0
5,5,Jake Bauers,New York Yankees,2,0,0,0,1,2,3,0.292,0.325,0.617,-0.028,0.58,-0.02,0.57,-0.2,0,0,0,0,0,0,Cincinnati Reds,0.0
6,6,Greg Allen,New York Yankees,1,1,1,0,0,0,1,1.0,3.0,4.0,0.019,0.54,0.01,0.53,0.4,2,0,0,1,0,3,Cincinnati Reds,0.0
7,7,Anthony Volpe,New York Yankees,4,0,1,1,0,3,4,0.298,0.388,0.687,0.027,0.78,0.02,0.77,0.1,2,-4,5,0,0,2,Cincinnati Reds,0.0
8,8,Isiah Kiner-Falefa,New York Yankees,2,0,0,0,1,1,3,0.258,0.302,0.56,-0.048,0.79,-0.03,0.79,-0.6,0,0,0,0,0,0,Cincinnati Reds,0.0
9,9,Kyle Higashioka,New York Yankees,3,0,0,0,0,0,3,0.247,0.368,0.614,-0.046,0.59,-0.03,0.58,-0.6,0,0,0,0,0,0,Cincinnati Reds,0.0
10,10,Jonathan India,Cincinnati Reds,3,1,0,0,1,0,4,0.38,0.414,0.794,-0.047,0.94,-0.02,0.59,-0.3,1,0,0,0,0,0,New York Yankees,1.0
11,11,Matt McLain,Cincinnati Reds,4,0,0,0,0,2,4,0.318,0.316,0.634,-0.112,1.1,-0.04,0.69,-1.1,0,0,0,0,0,0,New York Yankees,1.0
12,12,Jake Fraley,Cincinnati Reds,4,0,1,0,0,0,4,0.372,0.441,0.813,-0.035,0.78,-0.01,0.49,-0.3,1,1,0,0,0,1,New York Yankees,1.0
13,13,Spencer Steer,Cincinnati Reds,4,0,2,1,0,1,4,0.339,0.438,0.777,0.127,0.88,0.05,0.56,1.1,3,-10,12,0,0,3,New York Yankees,1.0
14,14,Nick Senzel,Cincinnati Reds,4,0,0,0,0,3,4,0.321,0.39,0.71,-0.139,1.4,-0.05,0.89,-1.3,0,0,0,0,0,0,New York Yankees,1.0
15,15,Stuart Fairchild,Cincinnati Reds,3,0,1,0,1,0,4,0.324,0.352,0.676,0.005,0.99,0.0,0.63,-0.2,1,1,0,0,0,1,New York Yankees,1.0
16,16,Will Benson,Cincinnati Reds,4,0,0,0,0,1,4,0.08,0.042,0.122,-0.163,1.56,-0.06,0.98,-1.4,0,0,0,0,0,0,New York Yankees,1.0
17,17,Kevin Newman,Cincinnati Reds,3,0,1,0,0,1,3,0.28,0.32,0.6,-0.044,0.83,-0.02,0.53,-0.3,1,1,0,0,0,1,New York Yankees,1.0
18,18,Luke Maile,Cincinnati Reds,3,0,1,0,0,0,3,0.348,0.548,0.895,-0.007,0.83,-0.0,0.53,-0.2,1,1,0,0,0,1,New York Yankees,1.0
19,19,J.P. Crawford,Seattle Mariners,4,0,0,0,0,1,4,0.368,0.336,0.704,-0.195,1.47,-0.09,1.13,-1.5,0,0,0,0,0,0,Atlanta Braves,0.0
20,20,Ty France,Seattle Mariners,4,0,0,0,0,1,4,0.327,0.36,0.686,-0.136,1.28,-0.06,0.98,-1.0,0,0,0,0,0,0,Atlanta Braves,0.0
21,21,Julio Rodríguez,Seattle Mariners,4,0,0,0,0,1,4,0.28,0.376,0.656,-0.177,1.65,-0.08,1.26,-1.0,0,0,0,0,0,0,Atlanta Braves,0.0
22,22,Jarred Kelenic,Seattle Mariners,4,1,1,1,0,3,4,0.337,0.54,0.878,-0.014,1.34,-0.01,1.03,0.4,3,-8,0,0,9,4,Atlanta Braves,0.0
23,23,Eugenio Suárez,Seattle Mariners,4,0,0,0,0,3,4,0.323,0.341,0.664,-0.101,0.97,-0.05,0.74,-0.7,0,0,0,0,0,0,Atlanta Braves,0.0
24,24,Teoscar Hernández,Seattle Mariners,3,0,1,0,0,1,3,0.286,0.419,0.705,-0.03,0.83,-0.01,0.63,-0.3,1,1,0,0,0,1,Atlanta Braves,0.0
25,25,AJ Pollock,Seattle Mariners,3,0,0,0,0,1,3,0.207,0.342,0.549,-0.069,0.84,-0.03,0.65,-0.5,0,0,0,0,0,0,Atlanta Braves,0.0
26,26,Tom Murphy,Seattle Mariners,2,0,0,0,0,0,2,0.255,0.377,0.632,-0.042,0.79,-0.02,0.6,-0.4,0,0,0,0,0,0,Atlanta Braves,0.0
27,27,Cal Raleigh,Seattle Mariners,1,0,0,0,0,1,1,0.325,0.459,0.783,-0.039,1.5,-0.02,1.15,-0.3,0,0,0,0,0,0,Atlanta Braves,0.0
28,28,José Caballero,Seattle Mariners,1,1,1,1,1,0,3,0.379,0.389,0.768,0.271,1.36,0.12,1.04,2.3,3,0,0,0,1,4,Atlanta Braves,0.0
29,29,Ronald Acuna Jr.,Atlanta Braves,4,1,1,0,0,1,4,0.431,0.6,1.031,-0.021,0.74,-0.02,0.94,-0.2,2,1,0,0,0,0,Seattle Mariners,1.0
30,30,Matt Olson,Atlanta Braves,3,1,1,1,1,1,4,0.375,0.541,0.916,0.106,0.83,0.08,1.05,1.1,3,-9,10,0,0,2,Seattle Mariners,1.0
31,31,Austin Riley,Atlanta Braves,4,0,1,0,0,2,4,0.327,0.404,0.731,-0.065,0.8,-0.05,1.01,-0.6,1,1,0,0,0,1,Seattle Mariners,1.0
32,32,Travis d'Arnaud,Atlanta Braves,4,1,2,1,0,0,4,0.34,0.431,0.771,0.085,0.89,0.06,1.12,0.6,4,1,0,0,1,5,Seattle Mariners,1.0
33,33,Eddie Rosario,Atlanta Braves,3,0,1,1,0,0,3,0.273,0.398,0.672,0.06,1.16,0.04,1.48,0.3,2,1,0,0,0,1,Seattle Mariners,1.0
34,34,Kevin Pillar,Atlanta Braves,1,0,0,0,0,1,1,0.293,0.494,0.786,-0.016,0.56,-0.01,0.71,-0.2,0,0,0,0,0,0,Seattle Mariners,1.0
35,35,Ozzie Albies,Atlanta Braves,3,0,0,0,0,0,3,0.302,0.486,0.788,-0.075,0.95,-0.06,1.21,-0.9,0,0,0,0,0,0,Seattle Mariners,1.0
36,36,Marcell Ozuna,Atlanta Braves,3,0,1,0,0,1,3,0.297,0.434,0.731,-0.004,0.6,-0.0,0.77,-0.1,1,1,0,0,0,1,Seattle Mariners,1.0
