,Unnamed: 0,Name,Team,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Opponent,Hmcrt_adv
0,0,Lane Thomas,Washington Nationals,3,1,0,0,2,1,5,0.332,0.491,0.823,-0.035,1.04,-0.0,0.03,-0.2,1,0,0,0,0,0,Philadelphia Phillies,0.0
1,0,Lane Thomas,Washington Nationals,3,1,0,0,2,1,5,0.332,0.491,0.823,-0.035,1.04,-0.0,0.03,-0.2,1,0,0,0,0,0,Philadelphia Phillies,0.0
2,1,Joey Meneses,Washington Nationals,5,2,2,3,0,1,5,0.323,0.421,0.744,0.581,1.21,0.01,0.03,2.1,7,-9,0,0,11,8,Philadelphia Phillies,0.0
3,1,Joey Meneses,Washington Nationals,5,2,2,3,0,1,5,0.323,0.421,0.744,0.581,1.21,0.01,0.03,2.1,7,-9,0,0,11,8,Philadelphia Phillies,0.0
4,2,Keibert Ruiz,Washington Nationals,5,0,0,0,0,2,5,0.298,0.39,0.688,-0.114,0.89,-0.0,0.02,-0.9,0,0,0,0,0,0,Philadelphia Phillies,0.0
5,2,Keibert Ruiz,Washington Nationals,5,0,0,0,0,2,5,0.298,0.39,0.688,-0.114,0.89,-0.0,0.02,-0.9,0,0,0,0,0,0,Philadelphia Phillies,0.0
6,3,Stone Garrett,Washington Nationals,4,1,1,0,1,0,5,0.332,0.421,0.752,0.062,0.76,0.0,0.02,0.5,2,1,0,0,0,1,Philadelphia Phillies,0.0
7,4,Riley Adams,Washington Nationals,3,0,1,0,1,1,4,0.369,0.554,0.924,-0.022,1.26,0.0,0.03,-0.3,1,1,0,0,0,1,Philadelphia Phillies,0.0
8,5,Ildemaro Vargas,Washington Nationals,4,1,2,2,0,0,4,0.284,0.381,0.664,0.16,1.57,0.0,0.04,1.3,5,-1,0,0,3,5,Philadelphia Phillies,0.0
9,5,Ildemaro Vargas,Washington Nationals,4,1,2,2,0,0,4,0.284,0.381,0.664,0.16,1.57,0.0,0.04,1.3,5,-1,0,0,3,5,Philadelphia Phillies,0.0
10,6,Alex Call,Washington Nationals,4,0,2,0,0,1,4,0.309,0.31,0.619,-0.012,1.35,0.0,0.04,-0.0,2,2,0,0,0,2,Philadelphia Phillies,0.0
11,6,Alex Call,Washington Nationals,4,0,2,0,0,1,4,0.309,0.31,0.619,-0.012,1.35,0.0,0.04,-0.0,2,2,0,0,0,2,Philadelphia Phillies,0.0
12,7,Michael Chavis,Washington Nationals,2,0,0,0,0,1,2,0.304,0.328,0.632,-0.051,0.94,-0.0,0.03,-0.5,0,0,0,0,0,0,Philadelphia Phillies,0.0
13,8,CJ Abrams,Washington Nationals,2,0,0,0,0,0,2,0.309,0.424,0.733,-0.142,2.77,-0.0,0.07,-1.0,0,0,0,0,0,0,Philadelphia Phillies,0.0
14,8,CJ Abrams,Washington Nationals,2,0,0,0,0,0,2,0.309,0.424,0.733,-0.142,2.77,-0.0,0.07,-1.0,0,0,0,0,0,0,Philadelphia Phillies,0.0
15,9,Jeter Downs,Washington Nationals,2,0,0,0,0,0,2,0.25,0.0,0.25,-0.043,0.84,-0.0,0.03,-0.4,0,0,0,0,0,0,Philadelphia Phillies,0.0
16,10,Jake Alu,Washington Nationals,2,0,0,0,0,2,2,0.306,0.294,0.6,-0.061,1.17,-0.0,0.04,-0.4,0,0,0,0,0,0,Philadelphia Phillies,0.0
17,10,Jake Alu,Washington Nationals,2,0,0,0,0,2,2,0.306,0.294,0.6,-0.061,1.17,-0.0,0.04,-0.4,0,0,0,0,0,0,Philadelphia Phillies,0.0
18,11,Kyle Schwarber,Philadelphia Phillies,3,1,0,0,2,1,5,0.324,0.433,0.757,-0.109,1.51,-0.06,1.44,-0.6,1,0,0,0,0,0,Washington Nationals,1.0
19,11,Kyle Schwarber,Philadelphia Phillies,3,1,0,0,2,1,5,0.324,0.433,0.757,-0.109,1.51,-0.06,1.44,-0.6,1,0,0,0,0,0,Washington Nationals,1.0
20,12,Nick Castellanos,Philadelphia Phillies,5,1,2,0,0,1,5,0.316,0.453,0.768,-0.071,1.33,-0.04,1.27,-0.2,3,2,0,0,0,2,Washington Nationals,1.0
21,12,Nick Castellanos,Philadelphia Phillies,5,1,2,0,0,1,5,0.316,0.453,0.768,-0.071,1.33,-0.04,1.27,-0.2,3,2,0,0,0,2,Washington Nationals,1.0
22,13,Bryce Harper,Philadelphia Phillies,5,1,1,2,0,3,5,0.381,0.428,0.809,0.148,1.41,0.08,1.34,0.8,4,-6,0,0,7,4,Washington Nationals,1.0
23,13,Bryce Harper,Philadelphia Phillies,5,1,1,2,0,3,5,0.381,0.428,0.809,0.148,1.41,0.08,1.34,0.8,4,-6,0,0,7,4,Washington Nationals,1.0
24,14,Trea Turner,Philadelphia Phillies,4,1,2,1,0,1,4,0.294,0.383,0.677,0.077,0.85,0.04,0.81,0.8,4,-23,25,0,0,3,Washington Nationals,1.0
25,14,Trea Turner,Philadelphia Phillies,4,1,2,1,0,1,4,0.294,0.383,0.677,0.077,0.85,0.04,0.81,0.8,4,-23,25,0,0,3,Washington Nationals,1.0
26,15,Bryson Stott,Philadelphia Phillies,3,0,1,1,1,0,4,0.346,0.438,0.784,0.084,1.12,0.05,1.06,0.5,2,1,0,0,0,1,Washington Nationals,1.0
27,15,Bryson Stott,Philadelphia Phillies,3,0,1,1,1,0,4,0.346,0.438,0.784,0.084,1.12,0.05,1.06,0.5,2,1,0,0,0,1,Washington Nationals,1.0
28,16,Rodolfo Castro,Philadelphia Phillies,4,0,0,0,0,2,4,0.31,0.347,0.657,-0.131,1.19,-0.07,1.13,-1.1,0,0,0,0,0,0,Washington Nationals,1.0
29,17,Jake Cave,Philadelphia Phillies,4,0,1,0,0,1,4,0.266,0.337,0.603,-0.063,0.94,-0.04,0.89,-0.2,1,1,0,0,0,1,Washington Nationals,1.0
30,17,Jake Cave,Philadelphia Phillies,4,0,1,0,0,1,4,0.266,0.337,0.603,-0.063,0.94,-0.04,0.89,-0.2,1,1,0,0,0,1,Washington Nationals,1.0
31,18,Garrett Stubbs,Philadelphia Phillies,4,0,1,0,0,1,4,0.293,0.274,0.567,-0.042,0.73,-0.02,0.69,-0.3,1,-2,3,0,0,2,Washington Nationals,1.0
32,19,Johan Rojas,Philadelphia Phillies,3,0,0,0,1,1,4,0.358,0.38,0.738,-0.07,1.03,-0.04,0.98,-0.5,0,0,0,0,0,0,Washington Nationals,1.0
33,19,Johan Rojas,Philadelphia Phillies,3,0,0,0,1,1,4,0.358,0.38,0.738,-0.07,1.03,-0.04,0.98,-0.5,0,0,0,0,0,0,Washington Nationals,1.0
34,20,CJ Abrams,Washington Nationals,5,1,2,0,0,0,5,0.31,0.426,0.736,0.027,0.54,0.0,0.02,0.4,3,-19,21,0,0,3,Philadelphia Phillies,0.0
35,20,CJ Abrams,Washington Nationals,5,1,2,0,0,0,5,0.31,0.426,0.736,0.027,0.54,0.0,0.02,0.4,3,-19,21,0,0,3,Philadelphia Phillies,0.0
36,21,Lane Thomas,Washington Nationals,5,1,1,2,0,1,5,0.331,0.494,0.826,0.066,0.64,0.0,0.02,0.3,4,-19,0,0,20,4,Philadelphia Phillies,0.0
37,21,Lane Thomas,Washington Nationals,5,1,1,2,0,1,5,0.331,0.494,0.826,0.066,0.64,0.0,0.02,0.3,4,-19,0,0,20,4,Philadelphia Phillies,0.0
38,22,Joey Meneses,Washington Nationals,4,1,1,0,0,1,4,0.322,0.407,0.729,-0.027,0.46,-0.0,0.02,-0.1,2,1,0,0,0,1,Philadelphia Phillies,0.0
39,22,Joey Meneses,Washington Nationals,4,1,1,0,0,1,4,0.322,0.407,0.729,-0.027,0.46,-0.0,0.02,-0.1,2,1,0,0,0,1,Philadelphia Phillies,0.0
