Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit
C.Flexen u5.5 Ks,SBK5065,Chicago White Sox,C.Flexen,Los Angeles Angels,1.0,0.8275862068965517,1,0.6,1,0.8,1,-155,1.0,1.6451612903225803,0.6451612903225805
K.Gibson o4.5 Ks,PropBetGuy,St Louis Cardinals,K.Gibson,Colorado Rockies,0.0,0.5862068965517241,1,0.4,0,0.6,1,-115,1.15,2.1499999999999995,0.9999999999999996
V.Bellozo o3.5 strikeouts,Rotowire Prizepicks,Miami Marlins,V.Bellozo,Minnesota Twins,0.0,0.5833333333333334,1,0.4,0,0.6,1,100,1.5,3.0,1.5
A.Civale o1.5 earned runs,Rotowire,Milwaukee Brewers,A.Civale,Pittsburgh Pirates,0.0,0.6923076923076923,1,0.6,1,0.7,1,100,0.75,1.5,0.75
A.Ibanez u0.5 Hits,SBK5065,Detroit Tigers,A.Ibanez,Tampa Bay Rays,1.0,0.5578947368421052,1,0.8,1,0.8,1,200,0.5,1.5,1.0
A.Civale o4.5 strikeouts,Rotowire Prizepicks,Milwaukee Brewers,A.Civale,Pittsburgh Pirates,0.0,0.4615384615384615,0,0.6,1,0.4,0,100,1.5,3.0,1.5
T.Ward o1.5 Hits + Runs + RBIs,PlayerPropSavant,Los Angeles Angels,T.Ward,Chicago White Sox,0.0,0.4736842105263157,0,0.6,1,0.7,1,-137,1.37,2.37,1.0
K.Freeland o15.5 outs,Rotowire Prizepicks,Colorado Rockies,K.Freeland,St Louis Cardinals,1.0,0.55,1,0.8,1,0.6,1,100,1.5,3.0,1.5
F.Tatis o1.5 total bases,Rotowire,San Diego Padres,F.Tatis,Los Angeles Dodgers,0.0,0.0104166666666666,0,0.0,0,0.0,0,100,0.75,1.5,0.75
T.Soderstrom o0.5 hits+runs+rbi,Rotowire,Oakland Athletics,T.Soderstrom,Texas Rangers,1.0,0.5714285714285714,1,0.6,1,0.7,1,100,0.75,1.5,0.75
C.Blackmon o1.5 hits+runs+rbi,Rotowire,Colorado Rockies,C.Blackmon,St Louis Cardinals,1.0,0.4416666666666666,0,0.8,1,0.6,1,100,0.75,1.5,0.75
F.Freeman o1.5 Total Bases,moneybadger24_,Los Angeles Dodgers,F.Freeman,San Diego Padres,1.0,0.4583333333333333,0,0.4,0,0.4,0,145,0.75,1.8375,1.0875
