Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit
B.Miller u16.5 Outs,PropBetGuy,Seattle Mariners,B.Miller,San Diego Padres,1.0,0.3333333333333333,0,0.4,0,0.3,0,-114,1.14,2.14,0.9999999999999998
H.Brown u18.5 Outs,SBK5065,Houston Astros,H.Brown,Oakland Athletics,1.0,0.8888888888888888,1,0.6,1,0.8,1,-185,1.25,1.925675675675676,0.6756756756756757
M.Boyd o5.5 Ks,PropBetGuy,Cleveland Guardians,M.Boyd,Chicago White Sox,0.0,0.6,1,0.6,1,0.6,1,-130,1.3,2.3,0.9999999999999998
L.Arraez o1.5 hits+runs+rbi,Rotowire Prizepicks,San Diego Padres,L.Arraez,Seattle Mariners,0.0,0.6213592233009708,1,0.8,1,0.7,1,100,1.5,3.0,1.5
B.Woo o4.5 Ks,LinesAtLunch,Seattle Mariners,B.Woo,San Diego Padres,1.0,0.5555555555555556,1,0.8,1,0.7,1,110,1.0,2.1,1.1
T.Gordon o2.5 Earned Runs,LinesAtLunch,Colorado Rockies,T.Gordon,Detroit Tigers,0.0,0.7142857142857143,1,0.6,1,0.7142857142857143,1,-140,1.4,2.4,1.0
J.Rojas o0.5 hits+runs+rbi,Rotowire,Philadelphia Phillies,J.Rojas,Tampa Bay Rays,1.0,0.65,1,0.8,1,0.4,0,100,0.75,1.5,0.75
C.Ragans o6.5 strikeouts,Rotowire Prizepicks,Kansas City Royals,C.Ragans,New York Yankees,0.0,0.6551724137931034,1,0.8,1,0.7,1,100,1.5,3.0,1.5
Y.Diaz o1.5 hits+runs+rbi,Rotowire,Houston Astros,Y.Diaz,Oakland Athletics,1.0,0.5757575757575758,1,0.6,1,0.7,1,100,0.75,1.5,0.75
C.Ragans u17.5 Outs,PropBetGuy,Kansas City Royals,C.Ragans,New York Yankees,0.0,0.3448275862068966,0,0.6,1,0.5,0,-120,1.2,2.2,1.0000000000000002
Z.Gelof o0.5 hits+runs+rbi,Rotowire,Oakland Athletics,Z.Gelof,Houston Astros,0.0,0.6,1,1.0,1,0.7,1,100,0.75,1.5,0.75
T.Ward o1.5 hits+runs+rbi,Rotowire Prizepicks,Los Angeles Angels,T.Ward,Minnesota Twins,0.0,0.4532374100719424,0,0.8,1,0.7,1,100,1.5,3.0,1.5
J.Wilson o0.5 hits+runs+rbi,Rotowire,Oakland Athletics,J.Wilson,Houston Astros,0.0,0.75,1,0.8,1,0.7,1,100,0.75,1.5,0.75
L.Raley o0.5 total bases,Rotowire Prizepicks,Seattle Mariners,L.Raley,San Diego Padres,1.0,0.5042735042735043,1,0.8,1,0.5,0,100,1.5,3.0,1.5
L.Raley o0.5 hits+runs+rbi,Rotowire,Seattle Mariners,L.Raley,San Diego Padres,1.0,0.5641025641025641,1,0.8,1,0.6,1,100,0.75,1.5,0.75
S.Ohtani o1.5 Total Bases,charliedisturco,Los Angeles Dodgers,S.Ohtani,Chicago Cubs,1.0,0.5571428571428572,1,0.6,1,0.6,1,105,0.5,1.025,0.5249999999999999
