,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
146,146,146,146,146,146,146,146,146,146,146,W.Langford,Texas Rangers,Los Angeles Angels,1,4,0,1,0,0,0,4,0.318,0.387,0.704,-0.022,0.78,-0.0,0.05,-0.1,1,1,0,0,0,1,905
147,147,147,147,147,147,147,147,147,147,147,J.Smith,Texas Rangers,Los Angeles Angels,1,4,1,1,0,0,1,4,0.353,0.411,0.764,0.038,0.71,0.0,0.04,-0.0,2,1,0,0,0,1,905
148,148,148,148,148,148,148,148,148,148,148,A.Garcia,Texas Rangers,Los Angeles Angels,1,3,1,1,3,1,1,4,0.284,0.4,0.684,0.119,0.88,0.01,0.06,0.9,5,-21,0,0,22,4,905
149,149,149,149,149,149,149,149,149,149,149,N.Lowe,Texas Rangers,Los Angeles Angels,1,4,0,2,0,0,0,4,0.351,0.378,0.729,-0.003,0.36,0.0,0.03,0.1,2,-12,14,0,0,3,905
150,150,150,150,150,150,150,150,150,150,150,J.Jung,Texas Rangers,Los Angeles Angels,1,4,0,3,0,0,0,4,0.304,0.451,0.755,0.044,0.45,0.0,0.03,0.9,3,3,0,0,0,3,905
151,151,151,151,151,151,151,151,151,151,151,J.Heim,Texas Rangers,Los Angeles Angels,1,3,0,0,0,0,0,4,0.268,0.337,0.605,-0.087,0.65,-0.0,0.04,-1.8,0,0,0,0,0,0,905
152,152,152,152,152,152,152,152,152,152,152,L.Taveras,Texas Rangers,Los Angeles Angels,1,3,0,0,0,0,0,3,0.283,0.344,0.628,-0.043,0.6,-0.0,0.04,-0.7,0,0,0,0,0,0,905
153,153,153,153,153,153,153,153,153,153,153,C.Kelly,Texas Rangers,Los Angeles Angels,1,3,0,0,0,0,0,3,0.328,0.393,0.721,-0.033,0.42,-0.0,0.03,-0.6,0,0,0,0,0,0,905
154,154,154,154,154,154,154,154,154,154,154,M.Vierling,Detroit Tigers,San Diego Padres,0,5,0,0,0,0,0,5,0.304,0.44,0.744,-0.102,0.83,-0.02,0.31,-1.1,0,0,0,0,0,0,905
155,155,155,155,155,155,155,155,155,155,155,A.Ibanez,Detroit Tigers,San Diego Padres,0,4,0,2,0,0,0,4,0.307,0.392,0.699,-0.007,0.65,-0.0,0.25,-0.1,2,2,0,0,0,2,905
156,156,156,156,156,156,156,156,156,156,156,R.Greene,Detroit Tigers,San Diego Padres,0,3,0,0,0,1,2,4,0.35,0.474,0.824,-0.011,0.7,-0.0,0.27,-0.2,0,0,0,0,0,0,905
157,157,157,157,157,157,157,157,157,157,157,J.Malloy,Detroit Tigers,San Diego Padres,0,4,1,1,0,0,2,4,0.3,0.387,0.687,-0.052,1.12,-0.01,0.42,-0.6,2,1,0,0,0,1,905
158,158,158,158,158,158,158,158,158,158,158,J.Rogers,Detroit Tigers,San Diego Padres,0,3,0,1,0,0,0,3,0.247,0.373,0.62,-0.03,0.93,-0.01,0.35,-0.3,1,1,0,0,0,1,905
159,159,159,159,159,159,159,159,159,159,159,J.Jung,Detroit Tigers,San Diego Padres,0,0,1,0,0,1,0,1,0.323,0.245,0.568,0.077,1.54,0.02,0.59,0.6,1,0,0,0,0,0,905
160,160,160,160,160,160,160,160,160,160,160,S.Torkelson,Detroit Tigers,San Diego Padres,0,4,0,1,0,0,1,4,0.285,0.378,0.663,-0.055,1.36,-0.01,0.52,-0.5,1,1,0,0,0,1,905
161,161,161,161,161,161,161,161,161,161,161,C.Keith,Detroit Tigers,San Diego Padres,0,3,1,1,0,1,0,4,0.311,0.384,0.694,0.053,1.52,0.01,0.57,0.4,2,1,0,0,0,1,905
162,162,162,162,162,162,162,162,162,162,162,R.Kreidler,Detroit Tigers,San Diego Padres,0,2,0,0,0,0,1,2,0.194,0.175,0.369,-0.07,0.94,-0.02,0.36,-0.7,0,0,0,0,0,0,905
163,163,163,163,163,163,163,163,163,163,163,K.Carpenter,Detroit Tigers,San Diego Padres,0,2,0,0,0,0,2,2,0.346,0.576,0.922,-0.147,3.06,-0.03,1.17,-1.4,0,0,0,0,0,0,905
164,164,164,164,164,164,164,164,164,164,164,P.Meadows,Detroit Tigers,San Diego Padres,0,4,1,2,4,0,0,4,0.293,0.417,0.71,0.734,1.28,0.17,0.49,3.4,7,-4,0,0,6,5,905
165,165,165,165,165,165,165,165,165,165,165,L.Arraez,San Diego Padres,Detroit Tigers,1,4,0,1,0,0,0,4,0.345,0.384,0.729,0.007,0.48,0.01,0.57,-0.5,1,1,0,0,0,1,905
166,166,166,166,166,166,166,166,166,166,166,F.Tatis,San Diego Padres,Detroit Tigers,1,4,0,0,0,0,0,4,0.345,0.457,0.802,-0.098,0.58,-0.07,0.7,-1.4,0,0,0,0,0,0,905
167,167,167,167,167,167,167,167,167,167,167,J.Profar,San Diego Padres,Detroit Tigers,1,3,1,1,1,1,0,4,0.383,0.461,0.845,0.108,0.24,0.08,0.29,1.2,3,-21,0,0,22,4,905
168,168,168,168,168,168,168,168,168,168,168,M.Machado,San Diego Padres,Detroit Tigers,1,4,0,0,0,0,1,4,0.323,0.455,0.777,-0.12,1.18,-0.08,1.4,-0.9,0,0,0,0,0,0,905
169,169,169,169,169,169,169,169,169,169,169,J.Cronenworth,San Diego Padres,Detroit Tigers,1,3,1,1,0,0,1,3,0.326,0.408,0.734,0.037,0.49,0.03,0.58,0.2,2,-26,27,0,0,2,905
170,170,170,170,170,170,170,170,170,170,170,D.Solano,San Diego Padres,Detroit Tigers,1,1,0,0,0,0,0,1,0.347,0.409,0.755,-0.066,2.64,-0.05,3.13,-0.2,0,0,0,0,0,0,905
171,171,171,171,171,171,171,171,171,171,171,X.Bogaerts,San Diego Padres,Detroit Tigers,1,4,1,3,2,0,0,4,0.314,0.375,0.69,0.162,0.82,0.11,0.98,1.4,6,-5,0,0,8,6,905
172,172,172,172,172,172,172,172,172,172,172,J.Merrill,San Diego Padres,Detroit Tigers,1,4,0,0,0,0,0,4,0.323,0.498,0.821,-0.127,1.14,-0.09,1.35,-0.9,0,0,0,0,0,0,905
173,173,173,173,173,173,173,173,173,173,173,E.Diaz,San Diego Padres,Detroit Tigers,1,3,0,1,0,0,0,3,0.314,0.38,0.694,0.013,0.29,0.01,0.34,0.3,1,-18,19,0,0,2,905
174,174,174,174,174,174,174,174,174,174,174,M.McCoy,San Diego Padres,Detroit Tigers,1,3,0,0,0,0,1,3,0.313,0.279,0.592,-0.026,0.26,-0.02,0.31,-0.7,0,0,0,0,0,0,905
