Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit
D.Fletcher o0.5 hits+runs+rbi,Rotowire,Chicago White Sox,D.Fletcher,Baltimore Orioles,0.0,0.4901960784313725,0,0.4,0,0.4,0,100,0.75,1.5,0.75
C.Carroll o1.5 hits+runs+rbi,Rotowire,Arizona Diamondbacks,C.Carroll,San Francisco Giants,0.0,0.5681818181818182,1,1.0,1,0.8,1,100,0.75,1.5,0.75
L.Butler o1.5 hits+runs+rbi,Rotowire Prizepicks,Oakland Athletics,L.Butler,Seattle Mariners,1.0,0.4545454545454545,0,1.0,1,1.0,1,100,1.5,3.0,1.5
G.Henderson o0.5 Runs Scored,MJCLocks,Baltimore Orioles,G.Henderson,Chicago White Sox,1.0,0.5072463768115942,1,0.4,0,0.3,0,-125,1.25,2.25,1.0
S.Kwan o1.5 hits+runs+rbi,Rotowire,Cleveland Guardians,S.Kwan,Kansas City Royals,0.0,0.5714285714285714,1,0.4,0,0.5,0,100,0.75,1.5,0.75
M.Olson o1.5 hits+runs+rbi,Rotowire,Atlanta Braves,M.Olson,Colorado Rockies,1.0,0.4782608695652174,0,0.6,1,0.8,1,100,0.75,1.5,0.75
M.Gore o5.5 Ks,ThePropfessor_,Washington Nationals,M.Gore,Miami Marlins,0.0,0.5185185185185185,1,0.6,1,0.3,0,-125,1.25,2.25,1.0
S.Lugo o4.5 strikeouts,Rotowire Prizepicks,Kansas City Royals,S.Lugo,Cleveland Guardians,1.0,0.5357142857142857,1,0.4,0,0.5,0,100,1.5,3.0,1.5
Z.Gallen u2.5 BB,SBK5065,Arizona Diamondbacks,Z.Gallen,San Francisco Giants,0.0,0.7391304347826086,1,0.8,1,0.7,1,-175,1.0,1.5714285714285714,0.5714285714285714
G.Kirby u6.5 Ks,PropBetGuy,Seattle Mariners,G.Kirby,Oakland Athletics,0.0,0.6428571428571429,1,0.8,1,0.6,1,-120,1.2,2.2,1.0000000000000002
G.Kirby o6.5 Ks,rsura_,Seattle Mariners,G.Kirby,Oakland Athletics,0.0,0.3571428571428571,0,0.2,0,0.4,0,-105,1.05,2.05,0.9999999999999998
K.Higashioka o0.5 Hits,rsura_,San Diego Padres,K.Higashioka,Detroit Tigers,1.0,0.5230769230769231,1,0.8,1,0.7,1,-140,1.4,2.4,1.0
T.Megill u16.5 Outs,PropBetGuy,New York Mets,T.Megill,Boston Red Sox,1.0,0.8,1,0.8,1,0.8,1,-130,1.3,2.3,0.9999999999999998
M.Machado o1.5 hits+runs+rbi,Rotowire,San Diego Padres,M.Machado,Detroit Tigers,1.0,0.5193798449612403,1,0.4,0,0.6,1,100,0.75,1.5,0.75
V.Guerrero o1.5 hits+runs+rbi,Rotowire Prizepicks,Toronto Blue Jays,V.Guerrero,Philadelphia Phillies,1.0,0.5661764705882353,1,0.6,1,0.7,1,100,1.5,3.0,1.5
C.Sanchez u18.5 Outs,SBK5065,Philadelphia Phillies,C.Sanchez,Toronto Blue Jays,0.0,0.7692307692307693,1,0.8,1,0.9,1,-169,1.0,1.5917159763313609,0.5917159763313609
T.Megill u16.5 Outs,SBK5065,New York Mets,T.Megill,Boston Red Sox,1.0,0.8,1,0.8,1,0.8,1,-145,1.0,1.6896551724137931,0.6896551724137931
G.Canning o5.5 Hits Allowed,charliedisturco,Los Angeles Angels,G.Canning,Los Angeles Dodgers,1.0,0.4615384615384615,0,0.6,1,0.7,1,-110,0.55,1.05,0.5
M.McCoy o0.5 Hits,LinesAtLunch,San Diego Padres,M.McCoy,Detroit Tigers,1.0,0.6666666666666666,1,0.4,0,0.6,1,-135,1.35,2.35,1.0
K.Higashioka o0.5 Hits,LinesAtLunch,San Diego Padres,K.Higashioka,Detroit Tigers,1.0,0.5230769230769231,1,0.8,1,0.7,1,-140,1.4,2.4,1.0
B.Francis u2.5 Earned Runs,LinesAtLunch,Toronto Blue Jays,B.Francis,Philadelphia Phillies,1.0,0.6666666666666666,1,1.0,1,0.6666666666666666,1,-135,1.35,2.35,1.0
G.Kirby o6.5 Ks,LinesAtLunch,Seattle Mariners,G.Kirby,Oakland Athletics,0.0,0.3571428571428571,0,0.2,0,0.4,0,-105,1.05,2.05,0.9999999999999998
B.Harper o1.5 Total Bases,theprophunter0_,Philadelphia Phillies,B.Harper,Toronto Blue Jays,0.0,0.4262295081967213,0,0.6,1,0.7,1,115,1.0,2.15,1.15
C.Rea o4.5 strikeouts,Rotowire Prizepicks,Milwaukee Brewers,C.Rea,St Louis Cardinals,1.0,0.5652173913043478,1,0.8,1,0.7,1,100,1.5,3.0,1.5
K.Montero u3.5 Ks,PlayerPropSavant,Detroit Tigers,K.Montero,San Diego Padres,0.0,0.25,0,0.2,0,0.3,0,-113,1.41,2.657787610619469,1.2477876106194692
N.Jones o0.5 total bases,Rotowire Prizepicks,Colorado Rockies,N.Jones,Atlanta Braves,0.0,0.5333333333333333,1,0.8,1,0.8,1,100,1.5,3.0,1.5
