Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
R.Ray o6.5 Ks,PropBetGuy,-125,1.25,R.Ray,2.25,1.0,San Francisco Giants,Seattle Mariners,0.0,0.6,1,0.6,1,0.6,1
K.Allard o2.5 strikeouts,Rotowire,100,0.75,K.Allard,1.5,0.75,Philadelphia Phillies,Kansas City Royals,0.0,0.5,0,0.5,0,0.5,0
J.Cannon o4.5 strikeouts,Rotowire Prizepicks,100,1.5,J.Cannon,3.0,1.5,Chicago White Sox,Detroit Tigers,1.0,0.2857142857142857,0,0.2,0,0.1,0
J.Loperfido o0.5 hits+runs+rbi,Rotowire,100,0.75,J.Loperfido,1.5,0.75,Toronto Blue Jays,Los Angeles Angels,1.0,0.6470588235294118,1,0.8,1,0.7,1
T.Houck o4.5 strikeouts,Rotowire Prizepicks,100,1.5,T.Houck,3.0,1.5,Boston Red Sox,Arizona Diamondbacks,1.0,0.64,1,0.4,0,0.4,0
V.Guerrero o1.5 Total Bases,JBBets1,105,1.0,V.Guerrero,2.05,1.0499999999999998,Toronto Blue Jays,Los Angeles Angels,1.0,0.0,0,0.0,0,0.0,0
J.Ramirez o1.5 hits+runs+rbi,Rotowire,100,0.75,J.Ramirez,1.5,0.75,Cleveland Guardians,Texas Rangers,1.0,0.608,1,0.4,0,0.4,0
S.Ohtani o1.5 Total Bases,theprophunter0_,-110,1.1,S.Ohtani,2.1,1.0,Los Angeles Dodgers,Tampa Bay Rays,1.0,0.56,1,0.6,1,0.5,0
L.Raley o0.5 total bases,Rotowire Prizepicks,100,1.5,L.Raley,3.0,1.5,Seattle Mariners,San Francisco Giants,1.0,0.490566037735849,0,0.4,0,0.5,0
V.Guerrero o1.5 Total Bases,theprophunter0_,-105,1.05,V.Guerrero,2.05,0.9999999999999998,Toronto Blue Jays,Los Angeles Angels,1.0,0.0,0,0.0,0,0.0,0
J.Burger o1.5 Total Bases,theprophunter0_,110,1.0,J.Burger,2.1,1.1,Miami Marlins,Chicago Cubs,1.0,0.4380952380952381,0,0.4,0,0.6,1
J.Soto o1.5 Total Bases,theprophunter0_,110,0.95,J.Soto,1.995,1.045,New York Yankees,Colorado Rockies,1.0,0.4285714285714285,0,0.4,0,0.4,0
M.Perez o4.5 strikeouts,Rotowire Prizepicks,100,1.5,M.Perez,3.0,1.5,San Diego Padres,New York Mets,1.0,0.75,1,0.75,1,0.75,1
T.Estrada o0.5 hits+runs+rbi,Rotowire,100,0.75,T.Estrada,1.5,0.75,San Francisco Giants,Seattle Mariners,0.0,0.6774193548387096,1,1.0,1,0.6,1
M.Yastrzemski o0.5 hits+runs+rbi,Rotowire,100,0.75,M.Yastrzemski,1.5,0.75,San Francisco Giants,Seattle Mariners,0.0,0.5412844036697247,1,0.4,0,0.4,0
C.Taylor o0.5 hits+runs+rbi,Rotowire,100,0.75,C.Taylor,1.5,0.75,Los Angeles Dodgers,Tampa Bay Rays,1.0,0.4754098360655737,0,0.8,1,0.7,1
T.Hernandez o1.5 hits+runs+rbi,Rotowire,100,0.75,T.Hernandez,1.5,0.75,Los Angeles Dodgers,Tampa Bay Rays,1.0,0.536,1,0.4,0,0.3,0
D.Kremer o3.5 strikeouts,Rotowire,100,0.75,D.Kremer,1.5,0.75,Baltimore Orioles,Houston Astros,1.0,0.6111111111111112,1,0.6,1,0.5,0
J.Quintana o3.5 strikeouts,Rotowire,100,0.75,J.Quintana,1.5,0.75,New York Mets,San Diego Padres,0.0,0.6923076923076923,1,0.6,1,0.7,1
J.Quintana o3.5 strikeouts,Rotowire Prizepicks,100,1.5,J.Quintana,3.0,1.5,New York Mets,San Diego Padres,0.0,0.6923076923076923,1,0.6,1,0.7,1
L.Raley o0.5 hits+runs+rbi,Rotowire,100,0.75,L.Raley,1.5,0.75,Seattle Mariners,San Francisco Giants,1.0,0.5471698113207547,1,0.8,1,0.7,1
Y.Diaz o1.5 hits+runs+rbi,Rotowire,100,0.75,Y.Diaz,1.5,0.75,Houston Astros,Baltimore Orioles,0.0,0.559322033898305,1,0.8,1,0.7,1
J.Holliday o0.5 hits+runs+rbi,Rotowire,100,0.75,J.Holliday,1.5,0.75,Baltimore Orioles,Houston Astros,1.0,0.6363636363636364,1,0.4,0,0.5,0
R.Ray u7.5 strikeouts,Rotowire,100,0.75,R.Ray,1.5,0.75,San Francisco Giants,Seattle Mariners,0.0,0.6,1,0.6,1,0.6,1
B.Woo u5.5 strikeouts,Rotowire,100,0.75,B.Woo,1.5,0.75,Seattle Mariners,San Francisco Giants,1.0,0.6666666666666666,1,0.4,0,0.6,1
Y.Kikuchi o6.5 strikeouts,Rotowire Prizepicks,100,1.5,Y.Kikuchi,3.0,1.5,Houston Astros,Baltimore Orioles,0.0,0.75,1,0.75,1,0.75,1
D.Kremer o4.5 strikeouts,Rotowire Prizepicks,100,1.5,D.Kremer,3.0,1.5,Baltimore Orioles,Houston Astros,1.0,0.5,0,0.6,1,0.4,0
D.Kremer u4.5 strikeouts,Rotowire,100,0.75,D.Kremer,1.5,0.75,Baltimore Orioles,Houston Astros,1.0,0.5,0,0.4,0,0.6,1
Y.Kikuchi u6.5 strikeouts,Rotowire,100,0.75,Y.Kikuchi,1.5,0.75,Houston Astros,Baltimore Orioles,0.0,0.25,0,0.25,0,0.25,0
