Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit
E.Rodriguez u2.5 BB,SBK5065,Arizona Diamondbacks,E.Rodriguez,Colorado Rockies,0.0,0.7142857142857143,1,0.6,1,0.7142857142857143,1,-190,1.5,2.289473684210526,0.7894736842105261
B.Miller u2.5 BB,SBK5065,Los Angeles Dodgers,B.Miller,Miami Marlins,0.0,0.3846153846153846,0,0.4,0,0.3,0,-190,1.5,2.289473684210526,0.7894736842105261
N.Cortes u2.5 BB,SBK5065,New York Yankees,N.Cortes,Seattle Mariners,0.0,0.896551724137931,1,0.8,1,0.9,1,-200,1.5,2.25,0.75
H.Birdsong u3.5 BB,SBK5065,San Francisco Giants,H.Birdsong,Baltimore Orioles,0.0,0.7692307692307693,1,0.4,0,0.7,1,-175,1.0,1.5714285714285714,0.5714285714285714
J.Junis u15.5 Outs,SBK5065,Cincinnati Reds,J.Junis,Atlanta Braves,1.0,1.0,1,1.0,1,1.0,1,-165,1.65,2.65,1.0
J.Steele o5.5 Ks,rsura_,Chicago Cubs,J.Steele,Oakland Athletics,1.0,0.5909090909090909,1,0.8,1,0.7,1,-110,1.1,2.1,1.0
J.Steele o5.5 Ks,LinesAtLunch,Chicago Cubs,J.Steele,Oakland Athletics,1.0,0.5909090909090909,1,0.8,1,0.7,1,-110,1.1,2.1,1.0
S.Schwellenbach o5.5 Ks,PlayerPropSavant,Atlanta Braves,S.Schwellenbach,Cincinnati Reds,0.0,0.6666666666666666,1,0.6,1,0.8,1,-113,1.13,2.13,1.0
S.Schwellenbach o5.5 Ks,PropBetGuy,Atlanta Braves,S.Schwellenbach,Cincinnati Reds,0.0,0.6666666666666666,1,0.6,1,0.8,1,-110,1.1,2.1,1.0
J.Junis u4.5 Ks,MoneylineHacks,Cincinnati Reds,J.Junis,Atlanta Braves,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,-140,1.0,1.7142857142857144,0.7142857142857144
