Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit
J.Sears u3.5 Earned Runs,SBK5065,Oakland Athletics,J.Sears,Seattle Mariners,0.0,0.5806451612903226,1,0.4,0,0.6,1,-170,1.0,1.5882352941176472,0.5882352941176472
J.Jones o5.5 strikeouts,Rotowire Prizepicks,Pittsburgh Pirates,J.Jones,New York Yankees,0.0,0.5238095238095238,1,0.2,0,0.4,0,100,1.5,3.0,1.5
S.Torkelson o0.5 hits+runs+rbi,Rotowire,Detroit Tigers,S.Torkelson,Chicago White Sox,1.0,0.6404494382022472,1,0.4,0,0.6,1,100,0.75,1.5,0.75
C.Keith o0.5 hits+runs+rbi,Rotowire,Detroit Tigers,C.Keith,Chicago White Sox,1.0,0.6482758620689655,1,0.4,0,0.7,1,100,0.75,1.5,0.75
A.Judge o1.5 hits+runs+rbi,Rotowire Prizepicks,New York Yankees,A.Judge,Pittsburgh Pirates,1.0,0.5732484076433121,1,1.0,1,0.8,1,100,1.5,3.0,1.5
R.Blanco u2.5 BB,SBK5065,Houston Astros,R.Blanco,Cleveland Guardians,0.0,0.5714285714285714,1,0.6,1,0.6,1,-165,1.0,1.606060606060606,0.606060606060606
J.Chisholm o0.5 hits+runs+rbi,Rotowire,New York Yankees,J.Chisholm,Pittsburgh Pirates,1.0,0.7272727272727273,1,0.4,0,0.6,1,100,0.75,1.5,0.75
M.Mikolas u1.5 BB,SBK5065,St Louis Cardinals,M.Mikolas,San Francisco Giants,0.0,0.7741935483870968,1,1.0,1,0.9,1,-200,1.0,1.5,0.5
B.Woo u1.5 BB,SBK5065,Seattle Mariners,B.Woo,Oakland Athletics,1.0,0.9047619047619048,1,1.0,1,0.9,1,-225,1.5,2.1666666666666665,0.6666666666666665
M.Kelly u17.5 Outs,SBK5065,Arizona Diamondbacks,M.Kelly,San Diego Padres,1.0,0.5,0,0.6,1,0.6,1,-120,1.0,1.8333333333333333,0.8333333333333335
N.Sogard o0.5 hits+runs+rbi,Rotowire,Boston Red Sox,N.Sogard,Tampa Bay Rays,1.0,0.8636363636363636,1,0.8,1,0.9,1,100,0.75,1.5,0.75
C.Povich o4.5 strikeouts,Rotowire Prizepicks,Baltimore Orioles,C.Povich,Minnesota Twins,0.0,0.5333333333333333,1,0.8,1,0.6,1,100,1.5,3.0,1.5
A.Verdugo o0.5 hits+runs+rbi,Rotowire,New York Yankees,A.Verdugo,Pittsburgh Pirates,1.0,0.7123287671232876,1,0.4,0,0.7,1,100,0.75,1.5,0.75
A.Ibanez u0.5 Hits,SBK5065,Detroit Tigers,A.Ibanez,Chicago White Sox,1.0,0.5625,1,0.8,1,0.8,1,112,0.5,1.06,0.56
B.Witt o1.5 hits+runs+rbi,Rotowire,Kansas City Royals,B.Witt,Atlanta Braves,0.0,0.6289308176100629,1,0.4,0,0.5,0,100,0.75,1.5,0.75
A.Judge o1.5 Total Bases,theprophunter0_,New York Yankees,A.Judge,Pittsburgh Pirates,1.0,0.5222929936305732,1,1.0,1,0.7,1,110,1.0,2.1,1.1
S.Frelick o0.5 hits+runs+rbi,Rotowire,Milwaukee Brewers,S.Frelick,New York Mets,1.0,0.6197183098591549,1,1.0,1,0.7,1,100,0.75,1.5,0.75
E.Tovar o1.5 hits+runs+rbi,Rotowire,Colorado Rockies,E.Tovar,Los Angeles Dodgers,1.0,0.5194805194805194,1,0.6,1,0.6,1,100,0.75,1.5,0.75
T.Soderstrom o0.5 hits+runs+rbi,Rotowire,Oakland Athletics,T.Soderstrom,Seattle Mariners,0.0,0.5789473684210527,1,0.6,1,0.7,1,100,0.75,1.5,0.75
F.Lindor o1.5 hits+runs+rbi,Rotowire Prizepicks,New York Mets,F.Lindor,Milwaukee Brewers,0.0,0.5743243243243243,1,0.6,1,0.6,1,100,1.5,3.0,1.5
G.Campero o0.5 total bases,Rotowire Prizepicks,Los Angeles Angels,G.Campero,Texas Rangers,1.0,0.7,1,0.8,1,0.7,1,100,1.5,3.0,1.5
M.Vientos o0.5 hits+runs+rbi,Rotowire,New York Mets,M.Vientos,Milwaukee Brewers,0.0,0.7075471698113207,1,0.6,1,0.6,1,100,0.75,1.5,0.75
M.Semien o1.5 hits+runs+rbi,Rotowire,Texas Rangers,M.Semien,Los Angeles Angels,0.0,0.4967741935483871,0,0.6,1,0.4,0,100,0.75,1.5,0.75
A.Garcia o1.5 hits+runs+rbi,Rotowire Prizepicks,Texas Rangers,A.Garcia,Los Angeles Angels,0.0,0.4635761589403973,0,0.6,1,0.6,1,100,1.5,3.0,1.5
M.Conforto o1.5 hits+runs+rbi,Rotowire Prizepicks,San Francisco Giants,M.Conforto,St Louis Cardinals,1.0,0.453125,0,0.6,1,0.6,1,100,1.5,3.0,1.5
P.Skenes o6.5 strikeouts,Rotowire,Pittsburgh Pirates,P.Skenes,New York Yankees,0.0,0.7272727272727273,1,0.6,1,0.5,0,100,0.75,1.5,0.75
