Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit
M.Meyer u4.5 Ks,Markus_Markets,Miami Marlins,M.Meyer,Washington Nationals,1.0,0.7,1,0.8,1,0.7,1,-105,1.0,1.9523809523809523,0.9523809523809524
D.Peterson o1.5 Earned Runs,SBK5065,New York Mets,D.Peterson,Boston Red Sox,1.0,0.6875,1,0.4,0,0.6,1,-166,1.33,2.1312048192771083,0.8012048192771082
N.Nastrini u3.5 BB,SBK5065,Chicago White Sox,N.Nastrini,Baltimore Orioles,0.0,0.4285714285714285,0,0.4,0,0.4285714285714285,0,-135,1.25,2.175925925925926,0.925925925925926
C.Seager o1.5 Hits + Runs + RBIs,MJCLocks,Texas Rangers,C.Seager,New York Yankees,1.0,0.5491803278688525,1,0.8,1,0.6,1,-110,1.1,2.1,1.0
J.Burger o1.5 hits+runs+rbi,Rotowire,Miami Marlins,J.Burger,Washington Nationals,1.0,0.4464285714285714,0,0.4,0,0.5,0,100,0.75,1.5,0.75
B.Doyle o0.5 hits+runs+rbi,Rotowire,Colorado Rockies,B.Doyle,Atlanta Braves,0.0,0.751937984496124,1,1.0,1,0.9,1,100,0.75,1.5,0.75
A.Heaney u15.5 Outs,SBK5065,Texas Rangers,A.Heaney,New York Yankees,1.0,0.64,1,0.8,1,0.7,1,-165,1.0,1.606060606060606,0.606060606060606
C.Bassitt u18.5 Outs,SBK5065,Toronto Blue Jays,C.Bassitt,Philadelphia Phillies,1.0,0.6666666666666666,1,0.6,1,0.7,1,-189,1.25,1.9113756613756607,0.6613756613756614
K.Freeland u2.5 BB,SBK5065,Colorado Rockies,K.Freeland,Atlanta Braves,0.0,0.875,1,0.8,1,0.9,1,-215,1.33,1.9486046511627908,0.6186046511627907
M.Olson o1.5 hits+runs+rbi,Rotowire Prizepicks,Atlanta Braves,M.Olson,Colorado Rockies,1.0,0.4817518248175182,0,0.8,1,0.8,1,100,1.5,3.0,1.5
C.Sale o8.5 Ks,LinesAtLunch,Atlanta Braves,C.Sale,Colorado Rockies,1.0,0.48,0,0.6,1,0.6,1,-135,1.35,2.35,1.0
C.Sale o8.5 Ks,rsura_,Atlanta Braves,C.Sale,Colorado Rockies,1.0,0.48,0,0.6,1,0.6,1,-135,1.35,2.35,1.0
M.Meyer u2.5 BB,SBK5065,Miami Marlins,M.Meyer,Washington Nationals,1.0,0.7,1,0.4,0,0.7,1,-185,1.0,1.5405405405405406,0.5405405405405406
V.Guerrero o1.5 Total Bases,LinesAtLunch,Toronto Blue Jays,V.Guerrero,Philadelphia Phillies,1.0,0.0,0,0.0,0,0.0,0,-120,1.2,2.2,1.0000000000000002
P.Corbin u17.5 Outs,LinesAtLunch,Washington Nationals,P.Corbin,Miami Marlins,0.0,0.5185185185185185,1,0.4,0,0.5,0,-114,1.14,2.14,0.9999999999999998
P.Corbin u17.5 Outs,rsura_,Washington Nationals,P.Corbin,Miami Marlins,0.0,0.5185185185185185,1,0.4,0,0.5,0,-114,1.14,2.14,0.9999999999999998
W.Contreras o1.5 Hits + Runs + RBIs,ThePropfessor_,Milwaukee Brewers,W.Contreras,St Louis Cardinals,1.0,0.5895522388059702,1,0.4,0,0.5,0,-125,1.25,2.25,1.0
C.Morel o0.5 hits+runs+rbi,Rotowire,Tampa Bay Rays,C.Morel,Minnesota Twins,1.0,0.5172413793103449,1,0.8,1,0.6,1,100,0.75,1.5,0.75
K.Harrison u15.5 Outs,SBK5065,San Francisco Giants,K.Harrison,Arizona Diamondbacks,1.0,0.5652173913043478,1,0.8,1,0.6,1,-135,1.0,1.7407407407407407,0.7407407407407407
L.Butler o1.5 hits+runs+rbi,Rotowire Prizepicks,Oakland Athletics,L.Butler,Seattle Mariners,1.0,0.4489795918367347,0,1.0,1,1.0,1,100,1.5,3.0,1.5
