Unnamed: 0,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
6,L.Thomas o0.5 Runs Scored,Thespinzone,120,0.1,0.22,0.12,L.Thomas,Washington Nationals,Seattle Mariners,0,,,,,,
7,J.Fraley o1.5 Total Bases,charliedisturco,165,0.5,1.325,0.825,J.Fraley,Cincinnati Reds,Baltimore Orioles,0,0.3809523809523809,0.0,0.4,0.0,0.3,0.0
15,J.Fraley o1.5 Total Bases,charliedisturco,165,0.5,1.325,0.825,J.Fraley,Cincinnati Reds,Baltimore Orioles,0,,,,,,
20,J.Ramirez o1.5 Total Bases,charliedisturco,-120,0.6,1.1,0.5000000000000001,J.Ramirez,Cleveland Guardians,Kansas City Royals,0,,,,,,
21,P.Alonso o1.5 Total Bases,charliedisturco,135,0.5,1.175,0.675,P.Alonso,New York Mets,Milwaukee Brewers,1,,,,,,
12,R.Lewis o0.5 RBI,Thespinzone,190,0.1,0.29,0.1899999999999999,R.Lewis,Minnesota Twins,Atlanta Braves,0,0.391304347826087,0.0,0.6,1.0,0.5,0.0
4,J.Rodriguez o0.5 RBI,Thespinzone,150,0.1,0.25,0.15,J.Rodriguez,Seattle Mariners,Washington Nationals,1,,,,,,
5,T.Hernandez o0.5 RBI,Thespinzone,100,0.1,0.2,0.1,T.Hernandez,Seattle Mariners,Washington Nationals,1,,,,,,
8,J.Fraley o0.5 HR,charliedisturco,750,0.1,0.8500000000000001,0.7500000000000001,J.Fraley,Cincinnati Reds,Baltimore Orioles,0,0.1587301587301587,0.0,0.6,1.0,0.4,0.0
1,L.Allen o4.5 strikeouts,Henry Palattella,-110,1.0,1.9090909090909092,0.9090909090909092,L.Allen,Cleveland Guardians,Kansas City Royals,0,,,,,,
9,L.Gilbert u5.5 Ks,charliedisturco,-110,1.1,2.1,1.0,L.Gilbert,Seattle Mariners,Washington Nationals,1,,,,,,
10,L.Gilbert u5.5 Ks,AnthonyDabbundo,100,1.1,2.2,1.1,L.Gilbert,Seattle Mariners,Washington Nationals,1,,,,,,
11,L.Gilbert u5.5 Ks,cowhitchurch,-110,1.1,2.1,1.0,L.Gilbert,Seattle Mariners,Washington Nationals,1,,,,,,
12,L.Gilbert u5.5 Ks,SBK5065,-110,0.55,1.05,0.5,L.Gilbert,Seattle Mariners,Washington Nationals,1,,,,,,
13,L.Gilbert u5.5 Ks,The_Oddsmaker,-110,1.1,2.1,1.0,L.Gilbert,Seattle Mariners,Washington Nationals,1,,,,,,
14,M.Keller o5.5 Ks,jimsannes,-122,1.0,1.819672131147541,0.819672131147541,M.Keller,Pittsburgh Pirates,San Diego Padres,1,,,,,,
17,A.Nola o5.5 Ks,cowhitchurch,-165,1.65,2.65,1.0,A.Nola,Philadelphia Phillies,Chicago Cubs,0,,,,,,
18,A.Nola o6.5 Ks,AnthonyDabbundo,125,1.0,2.25,1.25,A.Nola,Philadelphia Phillies,Chicago Cubs,0,,,,,,
24,B.Garrett o5.5 Ks,PropBetGuy,105,1.0,2.05,1.0499999999999998,B.Garrett,Miami Marlins,Boston Red Sox,0,,,,,,
