Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit
T.Bradley u6.5 Ks,PropBetGuy,Tampa Bay Rays,T.Bradley,Philadelphia Phillies,0.0,0.5714285714285714,1,0.8,1,0.7,1,-142,1.42,2.42,1.0
K.Montero u5.5 Ks,MoneylineHacks,Detroit Tigers,K.Montero,Colorado Rockies,1.0,0.9230769230769232,1,1.0,1,0.9,1,-124,1.0,1.806451612903225,0.8064516129032258
A.Pallante u4.5 Ks,MoneylineHacks,St Louis Cardinals,A.Pallante,Cincinnati Reds,1.0,0.5,0,0.6,1,0.5,0,-150,2.0,3.333333333333333,1.333333333333333
S.Arrighetti o6.5 Ks,rsura_,Houston Astros,S.Arrighetti,Oakland Athletics,1.0,0.36,0,0.4,0,0.5,0,-134,1.34,2.34,0.9999999999999998
J.Cannon u3.5 Ks,MoneylineHacks,Chicago White Sox,J.Cannon,Cleveland Guardians,1.0,0.4117647058823529,0,0.2,0,0.4,0,-125,1.0,1.8,0.8
J.Cannon u3.5 Ks,rsura_,Chicago White Sox,J.Cannon,Cleveland Guardians,1.0,0.4117647058823529,0,0.2,0,0.4,0,-125,1.25,2.25,1.0
S.Lugo u2.5 BB,SBK5065,Kansas City Royals,S.Lugo,New York Yankees,0.0,0.8620689655172413,1,0.8,1,0.8,1,-135,1.35,2.35,1.0
S.Imanaga u1.5 BB,SBK5065,Chicago Cubs,S.Imanaga,Los Angeles Dodgers,0.0,0.8076923076923077,1,0.6,1,0.8,1,-160,1.0,1.625,0.625
M.Busch o0.5 hits+runs+rbi,Rotowire,Chicago Cubs,M.Busch,Los Angeles Dodgers,0.0,0.6439393939393939,1,0.4,0,0.5,0,100,0.75,1.5,0.75
D.Peterson u17.5 Outs,rsura_,New York Mets,D.Peterson,Toronto Blue Jays,0.0,0.4117647058823529,0,0.0,0,0.3,0,104,1.0,2.04,1.04
