Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit
Y.Yamamoto o4.5 Ks,PropBetGuy,Los Angeles Dodgers,Y.Yamamoto,Atlanta Braves,0.0,0.9285714285714286,1,0.8,1,0.9,1,-135,1.35,2.35,1.0
B.Marsh o0.5 hits+runs+rbi,Rotowire,Philadelphia Phillies,B.Marsh,Milwaukee Brewers,0.0,0.6504065040650406,1,0.6,1,0.8,1,100,0.75,1.5,0.75
J.Wilson o0.5 hits+runs+rbi,Rotowire,Oakland Athletics,J.Wilson,Chicago Cubs,0.0,0.75,1,0.8,1,0.7,1,100,0.75,1.5,0.75
M.Fried u18.5 Outs,SBK5065,Atlanta Braves,M.Fried,Los Angeles Dodgers,1.0,0.6153846153846154,1,0.4,0,0.7,1,-189,1.0,1.529100529100529,0.5291005291005291
S.Imanaga u1.5 BB,SBK5065,Chicago Cubs,S.Imanaga,Oakland Athletics,1.0,0.8148148148148148,1,0.6,1,0.8,1,-200,1.0,1.5,0.5
J.Tena o0.5 hits+runs+rbi,Rotowire,Washington Nationals,J.Tena,New York Mets,0.0,0.7931034482758621,1,1.0,1,1.0,1,100,0.75,1.5,0.75
T.Edman o1.5 Hits + Runs + RBIs,FirefighterBets,Los Angeles Dodgers,T.Edman,Atlanta Braves,0.0,0.5833333333333334,1,0.8,1,0.6,1,-110,1.0,1.9090909090909087,0.9090909090909092
R.Suarez u17.5 Outs,PropBetGuy,Philadelphia Phillies,R.Suarez,Milwaukee Brewers,0.0,0.4583333333333333,0,1.0,1,0.7,1,-110,1.1,2.1,1.0
P.Skenes u1.5 Earned Runs,PlayerPropSavant,Pittsburgh Pirates,P.Skenes,St Louis Cardinals,0.0,0.55,1,0.6,1,0.5,0,-110,1.38,2.6345454545454543,1.2545454545454544
J.Bleday o0.5 hits+runs+rbi,Rotowire,Oakland Athletics,J.Bleday,Chicago Cubs,0.0,0.678082191780822,1,1.0,1,0.8,1,100,0.75,1.5,0.75
B.Rooker o1.5 hits+runs+rbi,Rotowire Prizepicks,Oakland Athletics,B.Rooker,Chicago Cubs,0.0,0.5939849624060151,1,1.0,1,0.8,1,100,1.5,3.0,1.5
R.Detmers o1.5 earned runs,Rotowire,Los Angeles Angels,R.Detmers,Chicago White Sox,1.0,0.7142857142857143,1,1.0,1,1.0,1,100,0.75,1.5,0.75
